video_id,subset,recipe_type,segment_id,segment_start,segment_end,sentence,predicted_label,review_reason,suggested_issue
4TjB1J4QoUQ,training,416,7,258,259,add the garam masala to the dal,Plate,margin_below_0.01;top1_below_0.35;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; top similarity score is too low; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
1r7N-G4kYG8,training,122,5,169,174,stir the tomato and onion mixture in the pan,Mix,margin_below_0.01,top label is barely separated from second label
1r7N-G4kYG8,training,122,9,279,288,turn off the stove and add the roasted red bell pepper to the pan,Cook-Heat,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Bake|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
-GlSSp5ZOCQ,validation,121,7,152,158,cut potato and add it to the chowder,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
-GlSSp5ZOCQ,validation,121,8,158,180,add clams bacon heavy cream cayenne pepper and stir the soup,Season,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Mix|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
_HtTUAmEqts,training,203,1,50,70,add garlic and cook,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
_HtTUAmEqts,training,203,8,288,293,cover the sauce and cook,Cook-Heat,margin_below_0.01,top label is barely separated from second label
wqpqx-Qm7lk,validation,119,2,140,186,add ground beef tomato sauce a1 sauce soy sauce ketchup onion and garlic to a bowl,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
wqpqx-Qm7lk,validation,119,3,187,244,add eggs the crackers salt and pepper mix,Season,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Mix|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
_AZ5jo3y7V4,training,210,0,55,90,add the onions and potatoes to a food processor and process them,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
1m17Yoh73uU,training,213,5,111,120,cook the sandwich on a pan and cover,Bake,margin_below_0.01;low_confidence_sensitive_label,top label is barely separated from second label; Bake prediction is low-confidence and needs manual confirmation
lH7pgsnyGrI,validation,316,2,121,126,remove the bonito flakes,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
YnSPiFBZiRI,training,110,2,104,157,cut chicken breasts bacon and croutons bake them one after the other,Cook-Heat,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Cut|Bake; connector suggests a multi-step sentence
YnSPiFBZiRI,training,110,5,231,250,now add fried chicken bacon croutons cooked eggs slices of parmesan cheese and dressing on top and serve,Plate,multiple_action_groups;multi_action_connector;low_confidence_sensitive_label;generic_context_verb_very_low_margin,strong action groups detected: Cut|Cook-Heat|Plate; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
zcS2hLxZ-cI,training,314,1,59,78,boil water and add the noodles to it simmer and cook until the noodles are soft covering the lid,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
Z6coaaI77PY,training,409,2,90,105,add cauliflower broccoli carrot potato and tomatoes to the pot,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
Z6coaaI77PY,training,409,5,179,199,add yogurt to the vegetables and mix,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
kD25U-pM1Qw,training,307,1,66,91,spread the rice on a piece of seaweed sushi wrapper,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
kD25U-pM1Qw,training,307,4,136,166,roll it up and press it firmly,Idle,margin_below_0.01;low_confidence_sensitive_label,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation
-AwyG1JcMp8,validation,309,1,101,117,place the filling on a wrapper and press the edges together,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
Gr7E2bhg0iw,training,401,1,185,201,add a little bit water and grind again,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
nzH74JoLMPI,training,418,4,96,102,add garam masala to the pot and stir,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
nzH74JoLMPI,training,418,11,222,229,add the cilantro to the chana masala,Season,top1_below_0.35,top similarity score is too low
ukfCQQpZ0k4,training,423,1,57,71,add the prawns and cook,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
L4tdvpago7s,training,318,1,67,81,peel and cut the apple and kiwi,Cut,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Prep|Cut; connector suggests a multi-step sentence
L4tdvpago7s,training,318,8,326,364,grill the short ribs on both sides,Cook-Heat,margin_below_0.01,top label is barely separated from second label
Rig-KeXvcyk,training,213,0,30,50,spread butter onto a piece of french bread,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
Rig-KeXvcyk,training,213,5,96,110,spread butter on the top piece of bread,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
WDIf2Jo9EiQ,training,124,0,100,117,take the bacon pieces and wrap each hotdog in bacon,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
WDIf2Jo9EiQ,training,124,4,280,294,place jalapenos on the hot dogs,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
JdDL-ekwq2A,training,401,2,108,119,add diced tomatoes and cover to cook,Plate,margin_below_0.01;multiple_action_groups;multi_action_connector;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Cut|Cook-Heat; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
JdDL-ekwq2A,training,401,4,131,135,add the chicken and mix the sauce,Mix,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Mix|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
JdDL-ekwq2A,training,401,6,192,196,add some water,Idle,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
4apR0YypAGc,validation,324,2,101,110,add some udon noodles to the broth,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
1mB0G1AwUPg,training,110,0,42,46,put eggs in boiling water,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
dkvHu_2X9rs,training,116,5,100,122,place the dough on a hot grill and flip,Idle,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
dkvHu_2X9rs,training,116,7,133,179,add sliced tomatoes basil parmesan cheese mozzarella cheese turkey pepperoni cream cheese and olives to the crust,Plate,multiple_action_groups;multi_action_connector;low_confidence_sensitive_label;generic_context_verb_very_low_margin,strong action groups detected: Cut|Season; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
dkvHu_2X9rs,training,116,9,199,211,garnish the baked pizza with parsley and drizzle with the balsamic vinegar sauce,Plate,margin_below_0.01;multiple_action_groups;multi_action_connector;low_confidence_sensitive_label,top label is barely separated from second label; strong action groups detected: Cook-Heat|Bake|Plate; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation
cDk1MIsIiQ4,training,208,4,221,238,remove sausages from the pan,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
UmJk0WSl9Uc,validation,106,5,348,385,add macaroni to the pan and then pour the cheese sauce on,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
YLmAvKNX0mI,training,301,7,385,398,add peanuts and serve,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
86Mb6cYFJig,validation,410,0,33,57,mix flour salt oil and water,Mix,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Mix|Season; connector suggests a multi-step sentence
86Mb6cYFJig,validation,410,4,100,119,roll out the dough,Mix,margin_below_0.01,top label is barely separated from second label
86Mb6cYFJig,validation,410,6,150,153,when air bubbles form flip the bread over,Idle,margin_below_0.01;top1_below_0.35;low_confidence_sensitive_label,top label is barely separated from second label; top similarity score is too low; Idle prediction is low-confidence and needs manual confirmation
86Mb6cYFJig,validation,410,7,177,187,place the bread over high flame,Bake,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Bake prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
QuHIxCOkTAo,training,418,2,50,54,add black cumin seeds to the pan,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
QuHIxCOkTAo,training,418,8,334,362,add beans to the mixture,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
fnbXolhuE7k,validation,416,9,352,363,add garram masala and cilantro to the dal,Season,top1_below_0.35,top similarity score is too low
aCkbw-aI4xU,validation,214,4,120,138,sprinkle some salt on top of the apples and add some butter,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
UHmKlQ2OkTM,training,106,2,185,200,stir the macaroni up until it is seasoned well and set it aside,Season,multiple_action_groups;multi_action_connector,strong action groups detected: Mix|Season; connector suggests a multi-step sentence
UHmKlQ2OkTM,training,106,6,346,368,add some cheese and keeps whisking until it starts to melt,Idle,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
UHmKlQ2OkTM,training,106,7,369,380,add a little bit more milk,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
UHmKlQ2OkTM,training,106,10,468,521,put the coated macaroni in a baking dish,Bake,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Bake prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
luDzsPatsGw,validation,214,1,168,184,wipe the foie gras,Prep,top1_below_0.35,top similarity score is too low
luDzsPatsGw,validation,214,4,226,327,dip the foie gras in the powder and place them in a deep pan,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
luDzsPatsGw,validation,214,7,442,463,drizzle cognac on the marinated foie gras,Season,top1_below_0.35,top similarity score is too low
29Wkj1LqaK8,validation,410,5,151,180,place oil on the chapati and cover with flour,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
29Wkj1LqaK8,validation,410,6,185,200,fold the chapati like a fan,Idle,top1_below_0.35;low_confidence_sensitive_label,top similarity score is too low; Idle prediction is low-confidence and needs manual confirmation
29Wkj1LqaK8,validation,410,7,204,223,roll the chapati together into a circle,Mix,top1_below_0.35,top similarity score is too low
5Pa79r5Q-ZI,validation,219,1,88,93,weigh the cabbage and add salt,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
5Pa79r5Q-ZI,validation,219,2,97,98,add a capture of lactic bacteria,Prep,top1_below_0.35;generic_context_verb_very_low_margin,top similarity score is too low; generic add/place/put/pour-style wording with very low margin
d2askKEBmKo,training,226,6,151,165,add sumac pomegranate molasses salt olive oil to the salad and toss,Mix,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Mix|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
APQ_KEVYbBw,training,124,1,106,126,boil the sausages in water and steam the bread,Prep,margin_below_0.01,top label is barely separated from second label
PPWGxMrCKHo,training,216,2,48,60,turn the brats occasionally to cook them on all sides evenly for 20  30 minutes without burning them,Idle,margin_below_0.01;low_confidence_sensitive_label,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation
FeUEV0a6I5I,training,122,3,91,103,remove the bayleaf and let the mixture cool completely,Idle,multiple_action_groups;multi_action_connector;low_confidence_sensitive_label;generic_context_verb_very_low_margin,strong action groups detected: Mix|Idle; connector suggests a multi-step sentence; Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
mV3m2svj3XE,validation,412,0,53,59,add fish sauce to a bowl,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
mV3m2svj3XE,validation,412,8,189,194,add the onion and broccoli to the wok,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
mV3m2svj3XE,validation,412,9,194,198,add the green onions to the wok,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
HWdaqQP5460,training,412,1,303,337,break one egg on the pan and scramble the egg,Cook-Heat,margin_below_0.01,top label is barely separated from second label
U_2DFd2ZMfs,validation,412,4,212,278,add chicken peas salt and soy sauce to the pan and fry,Cook-Heat,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Cook-Heat|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
z4vmfgk1My8,training,213,6,172,185,once the sandwich is cooked turn off the heat take it out cut it into 2 equal pieces and serve,Plate,multiple_action_groups;multi_action_connector;low_confidence_sensitive_label;generic_context_verb_very_low_margin,strong action groups detected: Cut|Cook-Heat|Plate; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
olwrZ-zMOqU,training,224,5,561,570,place the veal from the pan onto a paper towel,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
X19GtsFLeUU,training,109,2,85,106,pour the marinate mixture on top of the wings mix it and refridgerate,Idle,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
7PATXwoKFeI,training,211,3,96,121,cook the finely chopped cabbage and onion in the same skillet,Cook-Heat,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Cut|Cook-Heat; connector suggests a multi-step sentence
CtAJhyW0j_M,training,324,2,322,328,add a chunk of udon noodles into the soup,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
XrhAUrmnjaA,training,403,3,91,104,slice the bell pepper,Cut,margin_below_0.01;multiple_action_groups,top label is barely separated from second label; strong action groups detected: Cut|Season
XrhAUrmnjaA,training,403,6,144,151,chop the chili pepper and garlic,Season,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Cut|Season; connector suggests a multi-step sentence
IsyVAXuaCC8,training,230,7,380,456,stack meat onion tomato and green pepper on the skewer,Cut,margin_below_0.01,top label is barely separated from second label
VwBJ230pjSk,training,419,2,43,76,mix yeast with water and wait until yeast becomes active,Idle,margin_below_0.01;multiple_action_groups;multi_action_connector;low_confidence_sensitive_label,top label is barely separated from second label; strong action groups detected: Mix|Idle; connector suggests a multi-step sentence; Idle prediction is low-confidence and needs manual confirmation
VwBJ230pjSk,training,419,7,272,275,flip the naan to the other side,Cook-Heat,top1_below_0.35,top similarity score is too low
p_UKXct35jY,training,230,2,45,52,add 1/3 cup olive oil 2 tsp of tomato paste 5 finely chopped garlic cloves to and whisk to combine,Mix,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Cut|Mix; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
p_UKXct35jY,training,230,12,130,133,cover the skewers loosely with foils to keep them warm,Bake,margin_below_0.01;top1_below_0.35;low_confidence_sensitive_label,top label is barely separated from second label; top similarity score is too low; Bake prediction is low-confidence and needs manual confirmation
nRageCYhbO8,training,406,8,296,314,roll up and fold edges,Cut,top1_below_0.35,top similarity score is too low
l2E5jHfAENY,training,224,0,79,125,pound the veal,Cut,top1_below_0.35,top similarity score is too low
l2E5jHfAENY,training,224,1,136,144,coat the meat with the all purpose flour and shake off the excess flour,Mix,margin_below_0.01,top label is barely separated from second label
DsKNKsXCLJw,training,114,10,208,223,mix the potatoes,Mix,margin_below_0.01,top label is barely separated from second label
8XcSP7kKOIo,validation,117,3,29,35,pour vinegar into the boiling water and simmer,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
8XcSP7kKOIo,validation,117,9,73,82,top the eggs with hollandaise sauce chives and black pepper,Season,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Cook-Heat|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
ZazBiZ6ktfk,training,314,4,320,340,place roast pork green onion egg chili pepper and nori in the soup,Season,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Bake|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
K6Uk5vNi1_Q,training,401,5,294,298,add in the tomatoes,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
K6Uk5vNi1_Q,training,401,8,391,399,add in water,Idle,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
7E8Lj_Ktfok,validation,310,1,78,97,mix wasabi soy sauce sesame oil and chives,Season,multiple_action_groups;multi_action_connector,strong action groups detected: Mix|Cook-Heat; connector suggests a multi-step sentence
7E8Lj_Ktfok,validation,310,7,177,189,place the apple puree on the tuna,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
M6gouTbPn70,training,115,4,114,121,put the batter in a tall cup,Idle,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
P1OuArzyUl8,training,112,5,74,105,mix everything up and serve,Plate,margin_below_0.01;multiple_action_groups;multi_action_connector;low_confidence_sensitive_label,top label is barely separated from second label; strong action groups detected: Mix|Plate; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation
9ekEjxd-A_Y,validation,115,5,226,248,dip the hot dog into the batter,Cook-Heat,margin_below_0.01,top label is barely separated from second label
yWEq4_EG1us,validation,224,4,173,201,coat the pork in flour egg and breadcrumbs,Mix,margin_below_0.01,top label is barely separated from second label
MxIBrXGWFw0,training,201,4,168,220,place the cooked chicken on the sauce and add some more pasta sauce on top of it,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
MxIBrXGWFw0,training,201,5,221,228,put the smoked provolone cheese on top of the chicken pieces,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
vp_dOhmfGcs,validation,403,8,370,395,add the sauce to the wok and stir,Cook-Heat,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Mix|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
XUyqiWN8WFI,validation,212,0,45,51,boil peeled potato and sweet potato in water,Prep,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Prep|Cook-Heat; connector suggests a multi-step sentence
XUyqiWN8WFI,validation,212,4,144,172,add some diced vegetables and ground beef to a sauce pan,Plate,multiple_action_groups;multi_action_connector;low_confidence_sensitive_label;generic_context_verb_very_low_margin,strong action groups detected: Cut|Cook-Heat; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
Lky6MPtNJto,training,119,4,144,160,add some beef broth and whisk,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
vXlmXrKC0FE,validation,321,8,206,220,add chopped celery and half an onion into the pan and mix,Mix,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Cut|Mix; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
zia8N3EN69s,training,325,1,75,90,cover with a lid and cook,Bake,margin_below_0.01;low_confidence_sensitive_label,top label is barely separated from second label; Bake prediction is low-confidence and needs manual confirmation
-h8c5sLelZ4,training,405,7,168,200,add chopped tomatoes and cover the pot,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
Dr3rUEc1uVE,training,321,0,85,132,add soy sauce cornstarch wine vinegar sugar garlic ginger and chicken broth to a bowl and mix together,Mix,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Mix|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
vpRz4jPFCmo,training,203,5,150,175,add tomato paste beef stock and diced tomatos to the pot,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
KYoelaJY5LA,validation,225,2,97,103,add the collard greens to the soup,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
KYoelaJY5LA,validation,225,5,147,157,top the soup with parsley and oil,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
2RW7l4zbS_k,training,308,0,7,23,place some steamed rice on a piece of seaweed,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
2RW7l4zbS_k,training,308,8,114,119,put some roe on the rolls,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
1Ihxcua2HBc,validation,218,6,148,176,add potato mixture to wrapper and seal shut,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
1Ihxcua2HBc,validation,218,7,179,189,crimp shut with fork,Idle,top1_below_0.35;low_confidence_sensitive_label,top similarity score is too low; Idle prediction is low-confidence and needs manual confirmation
1Ihxcua2HBc,validation,218,10,256,258,remove from pan and serve,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
EZKU6KK7e-4,training,319,0,36,43,marinate tofu in sesame oil ginger and lemon juice,Season,top1_below_0.35,top similarity score is too low
W0jVkPYQjEo,training,103,0,40,102,make the burger patties into round and thick shape and make a little indentation in the center,Cut,margin_below_0.01,top label is barely separated from second label
qaDMnLE6NBU,training,406,0,66,86,add the sauce and peanut butter into food processor and process it adding little bit of sugar water garlic powder,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
qaDMnLE6NBU,training,406,2,110,150,add sugar into measuring cup add hot water stir squeeze in some lime chopped garlic stir add chili pepper,Season,margin_below_0.01;multiple_action_groups;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Cut|Mix|Season; generic add/place/put/pour-style wording with very low margin
MOBlJBn0BFI,training,303,8,372,373,remove lid,Prep,top1_below_0.35;generic_context_verb_very_low_margin,top similarity score is too low; generic add/place/put/pour-style wording with very low margin
OMJvrjWEjC0,training,204,4,104,121,add tomato sauce and water to the sauce,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
OMJvrjWEjC0,training,204,6,150,159,add the pasta too the sauce,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
ILS3z1zpD8k,training,209,2,31,48,scrape vegetables into bowl and add lamb to the skillet,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
ILS3z1zpD8k,training,209,4,55,69,add vegetables flour chicken broth and tomato paste,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
GgM8IIglBLw,validation,122,5,159,165,add some peeled and chopped potatoes to the soup,Prep,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Prep|Cut; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
-jZ_U3neOcI,training,422,1,9,12,add chopped pork neck bones,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
jGC0VhFCk5Y,training,210,5,83,112,form the boxty into a ball,Cut,top1_below_0.35,top similarity score is too low
jGC0VhFCk5Y,training,210,6,114,125,boil the potato ball in water,Cook-Heat,margin_below_0.01,top label is barely separated from second label
DrXVuj1Qowo,validation,418,0,73,81,soak the channas in water and then transfer it into the pressure cooker,Prep,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Prep|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
DrXVuj1Qowo,validation,418,4,146,159,separate the water and the channas do not discard the water,Prep,top1_below_0.35,top similarity score is too low
DrXVuj1Qowo,validation,418,11,340,424,mix occasionaly and cover and allow the channas to cook,Cook-Heat,multiple_action_groups;multi_action_connector,strong action groups detected: Mix|Cook-Heat; connector suggests a multi-step sentence
bqmkNRNd5yw,training,201,3,195,254,dip the chicken breast in flour egg coat and bread crumbs,Cook-Heat,margin_below_0.01,top label is barely separated from second label
