video_id,segment_id,sentence,predicted_label,review_reason
sBJJ0Cj0GG4,10,add all the cut meat to the salted veggies and cook,Season,Moderate-low margin with connector and multiple action groups detected: Cut|Cook-Heat
mV3m2svj3XE,0,add fish sauce to a bowl,Plate,Margin below manual review threshold.
mV3m2svj3XE,8,add the onion and broccoli to the wok,Cut,Margin below manual review threshold.
mV3m2svj3XE,9,add the green onions to the wok,Cut,Margin below manual review threshold.
HWdaqQP5460,1,break one egg on the pan and scramble the egg,Cook-Heat,Margin below manual review threshold.
U_2DFd2ZMfs,4,add chicken peas salt and soy sauce to the pan and fry,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Season
z4vmfgk1My8,1,spread dijon mustard on the bread top with pieces of cheese ham and the other slice of bread,Cut,Margin below manual review threshold.
z4vmfgk1My8,6,once the sandwich is cooked turn off the heat take it out cut it into 2 equal pieces and serve,Plate,Moderate-low margin with connector and multiple action groups detected: Cut|Cook-Heat|Plate
olwrZ-zMOqU,5,place the veal from the pan onto a paper towel,Cook-Heat,Margin below manual review threshold.
X19GtsFLeUU,0,add buttermilk chilli powder and cayenne pepper to a bowl and stir,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
X19GtsFLeUU,2,pour the marinate mixture on top of the wings mix it and refridgerate,Mix,Prediction is not clearly separated enough for normal use.
X19GtsFLeUU,5,place the wings in bowl pour buffalo hot sauce on them toss and serve with celery sticks,Plate,Moderate-low margin with connector and multiple action groups detected: Mix|Plate
d-Hwbg0PrNk,4,put the rolls back to the pan add some butter and cook until the bread surface is brown,Bake,Prediction is not clearly separated enough for normal use.
7PATXwoKFeI,3,cook the finely chopped cabbage and onion in the same skillet,Cook-Heat,Margin below manual review threshold.
CtAJhyW0j_M,2,add a chunk of udon noodles into the soup,Cut,Margin below manual review threshold.
CtAJhyW0j_M,3,boil until the noodles are soft,Cook-Heat,Margin below manual review threshold.
XrhAUrmnjaA,0,pour boiling water into a bowl of noodles,Cook-Heat,Prediction is not clearly separated enough for normal use.
XrhAUrmnjaA,3,slice the bell pepper,Cut,Low margin and multiple action groups detected: Cut|Season
XrhAUrmnjaA,5,peel and grate the ginger,Season,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
XrhAUrmnjaA,6,chop the chili pepper and garlic,Season,Low margin and multiple action groups detected: Cut|Season
XrhAUrmnjaA,12,add the noodles sauce sprouts peanuts and shallots to the wok,Mix,Margin below manual review threshold.
IsyVAXuaCC8,7,stack meat onion tomato and green pepper on the skewer,Cut,Margin below manual review threshold.
VwBJ230pjSk,2,mix yeast with water and wait until yeast becomes active,Idle,Low margin and multiple action groups detected: Mix|Idle
p_UKXct35jY,2,add 1/3 cup olive oil 2 tsp of tomato paste 5 finely chopped garlic cloves to and whisk to combine,Mix,Margin below manual review threshold.
p_UKXct35jY,3,transfer cup of marinate mixture to ziplock bag and add the beef keep the leftover marinate mixture in the bowl,Idle,Prediction is not clearly separated enough for normal use.
p_UKXct35jY,7,add all the vegetables to the leftover mixture and toss them around to mix well until they are coated,Mix,Prediction is not clearly separated enough for normal use.
p_UKXct35jY,11,take the beef skewers off when they are lightly charred allover,Cook-Heat,Margin below manual review threshold.
p_UKXct35jY,12,cover the skewers loosely with foils to keep them warm,Bake,Margin below manual review threshold.
nRageCYhbO8,3,remove meat and set aside,Cut,Moderate-low margin with connector and multiple action groups detected: Prep|Idle
l2E5jHfAENY,1,coat the meat with the all purpose flour and shake off the excess flour,Mix,Margin below manual review threshold.
MQxsZgxODww,2,add precooked noodles to the broth and cook the ingredients for sometime,Plate,Prediction is not clearly separated enough for normal use.
DsKNKsXCLJw,10,mix the potatoes,Mix,Margin below manual review threshold.
8XcSP7kKOIo,2,heat butter and spinach with seasoning and drain,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Prep|Cook-Heat
8XcSP7kKOIo,3,pour vinegar into the boiling water and simmer,Prep,Margin below manual review threshold.
8XcSP7kKOIo,9,top the eggs with hollandaise sauce chives and black pepper,Season,Margin below manual review threshold.
Nn5CFx6fmG0,4,soften rice paper in warm water then place spoon full of filling in middle,Mix,Margin below manual review threshold.
Nn5CFx6fmG0,5,fold rice paper closed,Cut,Margin below manual review threshold.
ZazBiZ6ktfk,4,place roast pork green onion egg chili pepper and nori in the soup,Season,Low margin and multiple action groups detected: Bake|Season
Vq5gxXh9zLM,0,place a small amount rice on the seaweed and spread it flat leaving about half inch of seaweed,Mix,Margin below manual review threshold.
K6Uk5vNi1_Q,1,add in the the coconut and stir,Mix,Prediction is not clearly separated enough for normal use.
K6Uk5vNi1_Q,5,add in the tomatoes,Prep,Margin below manual review threshold.
K6Uk5vNi1_Q,6,add in the chicken mix and cook,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
K6Uk5vNi1_Q,8,add in water,Idle,Margin below manual review threshold.
QUt050AXQMw,1,add butter to hot pan little veggie oil 1  tbsp brown sugar and place onion slices on pan to caramelize,Cut,Prediction is not clearly separated enough for normal use.
aKgeBCbVGgQ,2,crack an egg into a pan and whisk,Cook-Heat,Low margin and multiple action groups detected: Prep|Mix
7E8Lj_Ktfok,1,mix wasabi soy sauce sesame oil and chives,Mix,Margin below manual review threshold.
7E8Lj_Ktfok,7,place the apple puree on the tuna,Prep,Margin below manual review threshold.
2Zr72r4OCe8,0,combine soy sauce brown sugar water garlic green onions and sesame oil,Mix,Margin below manual review threshold.
2Zr72r4OCe8,4,cook the ribs on the grill,Bake,Prediction is not clearly separated enough for normal use.
GtVEasGxGpM,5,add beef onion and carrots to a bowl,Plate,Margin below manual review threshold.
t7PXWabFg0w,2,bring to a boil and reduce the liquid,Cook-Heat,Margin below manual review threshold.
t7PXWabFg0w,5,pour enchiladas sauce and shredded cheese on top,Plate,Prediction is not clearly separated enough for normal use.
t7PXWabFg0w,6,place the burrito in the oven until the cheese is melted on top,Bake,Prediction is not clearly separated enough for normal use.
M6gouTbPn70,4,put the batter in a tall cup,Idle,Margin below manual review threshold.
P1OuArzyUl8,5,mix everything up and serve,Plate,Low margin and multiple action groups detected: Mix|Plate
DHpQOhQhW3A,2,cut hotdogs into thirds and place in the flour,Cut,Prediction is not clearly separated enough for normal use.
5W3jHo5d7hM,1,add salt powdered sugar and yogurt to the mix,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
9ekEjxd-A_Y,5,dip the hot dog into the batter,Cook-Heat,Margin below manual review threshold.
yWEq4_EG1us,4,coat the pork in flour egg and breadcrumbs,Mix,Margin below manual review threshold.
ZIgpIiXxbJw,1,cut potatos and put in a pot of cold water and bring to boil,Cook-Heat,Low margin and multiple action groups detected: Cut|Cook-Heat
RXljYbddo7g,4,strain the oil,Cook-Heat,Margin below manual review threshold.
RXljYbddo7g,7,add sauce and and bring to boil and mix the starch with warm water,Mix,Low margin and multiple action groups detected: Mix|Cook-Heat
MxIBrXGWFw0,1,dip the chicken in the egg milk mixture and coat it in the bread crumbs mixture,Mix,Margin below manual review threshold.
MxIBrXGWFw0,4,place the cooked chicken on the sauce and add some more pasta sauce on top of it,Plate,Margin below manual review threshold.
MxIBrXGWFw0,5,put the smoked provolone cheese on top of the chicken pieces,Cook-Heat,Margin below manual review threshold.
MxIBrXGWFw0,6,bake the dish,Bake,Prediction is not clearly separated enough for normal use.
vp_dOhmfGcs,6,add ginger and garlic to the wok and stir,Season,Margin below manual review threshold.
vp_dOhmfGcs,8,add the sauce to the wok and stir,Mix,Margin below manual review threshold.
XUyqiWN8WFI,0,boil peeled potato and sweet potato in water,Cook-Heat,Margin below manual review threshold.
XUyqiWN8WFI,3,blend the potatoes,Mix,Margin below manual review threshold.
XUyqiWN8WFI,4,add some diced vegetables and ground beef to a sauce pan,Plate,Margin below manual review threshold.
Lky6MPtNJto,4,add some beef broth and whisk,Mix,Margin below manual review threshold.
vXlmXrKC0FE,6,add rice vinegar and lemon juice to the pan and stir,Mix,Prediction is not clearly separated enough for normal use.
zia8N3EN69s,1,cover with a lid and cook,Bake,Margin below manual review threshold.
#NAME?,4,add lamb to pan and stir,Mix,Prediction is not clearly separated enough for normal use.
#NAME?,7,add chopped tomatoes and cover the pot,Cook-Heat,Margin below manual review threshold.
KbigOSh4b7I,1,mix flour corn starch salt and baking powder,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Bake|Season
xiiu9ua4MPE,1,grate onion and add to potatos,Cut,Prediction is not clearly separated enough for normal use.
xiiu9ua4MPE,6,form mix into cake and drop into hot oil,Mix,Prediction is not clearly separated enough for normal use.
vpRz4jPFCmo,1,mix flour salt and pepper in a bowl,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
vpRz4jPFCmo,5,add tomato paste beef stock and diced tomatos to the pot,Plate,Prediction is not clearly separated enough for normal use.
vpRz4jPFCmo,6,add the meatballs to the sauce,Season,Margin below manual review threshold.
KYoelaJY5LA,2,add the collard greens to the soup,Prep,Margin below manual review threshold.
KYoelaJY5LA,4,add the pasta to the soup,Plate,Prediction is not clearly separated enough for normal use.
KYoelaJY5LA,5,top the soup with parsley and oil,Plate,Margin below manual review threshold.
2RW7l4zbS_k,0,place some steamed rice on a piece of seaweed,Mix,Margin below manual review threshold.
2RW7l4zbS_k,4,press the roll,Idle,Prediction is not clearly separated enough for normal use.
2RW7l4zbS_k,6,press the roll,Idle,Prediction is not clearly separated enough for normal use.
2RW7l4zbS_k,8,put some roe on the rolls,Cut,Margin below manual review threshold.
1Ihxcua2HBc,6,add potato mixture to wrapper and seal shut,Season,Margin below manual review threshold.
1Ihxcua2HBc,7,crimp shut with fork,Idle,Top1 score below manual review threshold.
1Ihxcua2HBc,10,remove from pan and serve,Plate,Low margin and multiple action groups detected: Prep|Plate
EZKU6KK7e-4,9,add fried egg and sesame seeds on top,Cook-Heat,Margin below manual review threshold.
W0jVkPYQjEo,0,make the burger patties into round and thick shape and make a little indentation in the center,Cut,Margin below manual review threshold.
qaDMnLE6NBU,0,add the sauce and peanut butter into food processor and process it adding little bit of sugar water garlic powder,Season,Margin below manual review threshold.
qaDMnLE6NBU,1,transfer it to a mason jar,Idle,Prediction is not clearly separated enough for normal use.
qaDMnLE6NBU,2,add sugar into measuring cup add hot water stir squeeze in some lime chopped garlic stir add chili pepper,Season,Low margin and multiple action groups detected: Mix|Season
qaDMnLE6NBU,3,transfer it to a mason jar and store it,Idle,Prediction is not clearly separated enough for normal use.
MOBlJBn0BFI,0,chop vegetables and tofu,Cut,Margin below manual review threshold.
MOBlJBn0BFI,4,pour water into the wok and stir,Mix,Prediction is not clearly separated enough for normal use.
MOBlJBn0BFI,9,add liquid to the wok and stir,Mix,Margin below manual review threshold.
OMJvrjWEjC0,4,add tomato sauce and water to the sauce,Season,Margin below manual review threshold.
OMJvrjWEjC0,6,add the pasta too the sauce,Plate,Margin below manual review threshold.
htIpLVWrs0U,2,coat the fish with flour and the mixture,Mix,Margin below manual review threshold.
ILS3z1zpD8k,2,scrape vegetables into bowl and add lamb to the skillet,Cut,Margin below manual review threshold.
ILS3z1zpD8k,4,add vegetables flour chicken broth and tomato paste,Cook-Heat,Margin below manual review threshold.
ILS3z1zpD8k,8,spread meat filling into baking dish,Plate,Prediction is not clearly separated enough for normal use.
#NAME?,1,add chopped pork neck bones,Plate,Margin below manual review threshold.
#NAME?,10,add cooked shallot boiled pork and wontons to serve,Plate,Prediction is not clearly separated enough for normal use.
jGC0VhFCk5Y,1,boil the potatoes in water,Cook-Heat,Margin below manual review threshold.
jGC0VhFCk5Y,4,mix the shredded potato with the mashed potato,Cut,Margin below manual review threshold.
jGC0VhFCk5Y,6,boil the potato ball in water,Cook-Heat,Margin below manual review threshold.
FITnv148xFU,6,chop vegetables,Cut,Margin below manual review threshold.
FITnv148xFU,8,add vegetables to the pan and mix together,Mix,Margin below manual review threshold.
DrXVuj1Qowo,0,soak the channas in water and then transfer it into the pressure cooker,Prep,Margin below manual review threshold.
DrXVuj1Qowo,3,once done allow the pressure to go down and then open,Idle,Prediction is not clearly separated enough for normal use.
DrXVuj1Qowo,6,once hot add in the asafoetida and right after that add in the crushed tomatoes,Idle,Prediction is not clearly separated enough for normal use.
DrXVuj1Qowo,11,mix occasionaly and cover and allow the channas to cook,Cook-Heat,Low margin and multiple action groups detected: Mix|Cook-Heat
bqmkNRNd5yw,3,dip the chicken breast in flour egg coat and bread crumbs,Cook-Heat,Margin below manual review threshold.
bqmkNRNd5yw,6,add some tomato sauce and parmesan cheese on top of chicken breast and cook it in the oven,Bake,Low margin and multiple action groups detected: Cook-Heat|Bake
tGGrOrIqB8U,0,place eggs into the cups of an egg poacher,Prep,Margin below manual review threshold.
tGGrOrIqB8U,1,cover the poacher with the lid,Prep,Margin below manual review threshold.
tGGrOrIqB8U,6,garnish the dish with green onions and paprika,Plate,Prediction is not clearly separated enough for normal use.
pCTdsgv1wZ4,3,add whole wheat penne pasta and vegetables to the boiling water,Cook-Heat,Margin below manual review threshold.
X0qjbOeJkF8,0,feed the garden snails with grinded corn,Prep,Margin below manual review threshold.
fq37BTAjPHk,1,cover the chicken and refrigerate it for few hours,Prep,Margin below manual review threshold.
sbkVPzkVY0M,0,mix ground beef in a bowl form into a disk and refridgerate,Mix,Margin below manual review threshold.
sbkVPzkVY0M,3,remove the buns once they are roasted golden brown,Bake,Margin below manual review threshold.
sbkVPzkVY0M,8,place cheese slice on the top and cook,Cut,Low margin and multiple action groups detected: Cut|Cook-Heat
cQ8VpMhqzZ0,4,attach casing to machine and fill casing with meat,Plate,Margin below manual review threshold.
4bEtf7u4YtE,7,add some yellow mustard and some ketchup,Season,Margin below manual review threshold.
l6Wblq6yIk0,1,cut chicken into bite size pieces and toss with corn starch and black pepper,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Mix|Season
l6Wblq6yIk0,3,steam the broccoli,Cook-Heat,Margin below manual review threshold.
l6Wblq6yIk0,8,add onion garlic and ginger to wok and pour in sauce,Season,Margin below manual review threshold.
l6Wblq6yIk0,9,add chicken and broccoli and toss,Mix,Margin below manual review threshold.
WqfselLH4MQ,5,coat the wings with sauce,Plate,Margin below manual review threshold.
c8ehb0s3gtQ,0,heat a skillet and salt some bacon pieces,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Season
c8ehb0s3gtQ,5,add bacon fat beef bacon red wine chopped garlic tomato paste and marjoram  and stir,Cook-Heat,Margin below manual review threshold.
X4T4XjWNUgc,1,wash the baky bok choy and chop it,Prep,Low margin and multiple action groups detected: Prep|Cut
X4T4XjWNUgc,4,boil the noodles in the boiled water,Cook-Heat,Margin below manual review threshold.
X4T4XjWNUgc,7,garnish it with chopped pork cooked baby bok choy and then serve,Plate,Prediction is not clearly separated enough for normal use.
AMBH5L6x3dQ,9,add a can of laksa to the soup and bring the soup to a boil,Cook-Heat,Margin below manual review threshold.
AMBH5L6x3dQ,10,add a little fish sauce sugar and lime juice,Idle,Margin below manual review threshold.
4eWzsx1vAi8,7,add bacon and cover with second bread,Bake,Margin below manual review threshold.
B7-kMmC8Tj8,3,coat the chicken in the mixture,Season,Margin below manual review threshold.
PLqTyxMYgBg,4,melon ball a peeled potato using melon baller and put into boiling salted water and cook for 8  10 minutes,Cook-Heat,Margin below manual review threshold.
PLqTyxMYgBg,11,take some lettuces in a bowl pop the cherries off in to the it and add the calamari,Mix,Margin below manual review threshold.
7r6JQycloEs,2,add red peppers and greens and stir fry,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
W4uSf0d5yhw,8,add citric acid to the hummus,Season,Margin below manual review threshold.
W4uSf0d5yhw,9,spread the hummus on a plate,Plate,Prediction is not clearly separated enough for normal use.
DBJUD9V-1rQ,0,stir eggs in the pan,Mix,Margin below manual review threshold.
DBJUD9V-1rQ,3,add green beans bell peppers and peas,Prep,Margin below manual review threshold.
JeLdTWqLUY0,0,prepare the grill fire,Bake,Low margin and multiple action groups detected: Prep|Cook-Heat
JeLdTWqLUY0,3,place the brats in the roll,Cut,Margin below manual review threshold.
CazGUhhclEY,4,spread blue cheese on the buns and place mushrooms patty lettuce and the bun on top,Cut,Margin below manual review threshold.
eX2r9gvdt1o,0,chop the potatoes,Cut,Prediction is not clearly separated enough for normal use.
MxcI4wQLvK4,7,take the noodles out,Cut,Margin below manual review threshold.
MxcI4wQLvK4,9,top the noodles with some fried mushrooms bean sprouts grated carrots chopped scallions and chopped red chilies,Plate,Prediction is not clearly separated enough for normal use.
MxcI4wQLvK4,10,sprinkle some toasted sesame seeds on top,Mix,Margin below manual review threshold.
LEqqsROtG-I,4,cut some mushroom and add sesame oil soy sauce garlic and pepper to it,Season,Low margin and multiple action groups detected: Cut|Season
LEqqsROtG-I,10,crack an egg on the top and spread some sesame seeds and cook it on the stove,Mix,Low margin and multiple action groups detected: Prep|Cook-Heat
rpNzQZqj0JQ,3,drain the water from the cooked rice and let it cool,Prep,Low margin and multiple action groups detected: Prep|Idle
rpNzQZqj0JQ,7,add little oil on the pressure cooker bowl spread a layer of vegetables and top it with  of cooked rice then add cinnamon sticks cardamom cloves mint leaves roasted onions repeat the process for further layers,Season,Margin below manual review threshold.
rpNzQZqj0JQ,8,sprinkle coriander at the top and steam cook for half an hour without weight,Season,Low margin and multiple action groups detected: Cook-Heat|Season
rpNzQZqj0JQ,9,transfer the biryani onto a wide pan and mix the rice gently serve it along with raita,Mix,Low margin and multiple action groups detected: Mix|Plate
aYyh8axyDg8,2,put udon noodles in the soup,Plate,Prediction is not clearly separated enough for normal use.
imfl-NXiU8g,2,heat some duck fat in a pan add the apple and sprinkle sugar on top,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Season
imfl-NXiU8g,6,place the seasoned foie gras in the pan and cook until it is golden brown and,Bake,Margin below manual review threshold.
imfl-NXiU8g,11,add cider vinegar and sweet cider to the apple,Idle,Margin below manual review threshold.
imfl-NXiU8g,12,add some beef stock to the apples,Season,Margin below manual review threshold.
imfl-NXiU8g,13,plate the burger with fresh herbs vinegary and cubes of foie gras,Plate,Prediction is not clearly separated enough for normal use.
nrsFW3HE7yo,10,add the green onions to the wok,Cut,Margin below manual review threshold.
XNbfYAZ__iU,1,add the spice mixture and stir fry,Season,Low margin and multiple action groups detected: Mix|Cook-Heat|Season
XNbfYAZ__iU,3,add vegetables to a bowl mix and let it cook for 5 minutes with covered lid,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
XNbfYAZ__iU,4,add the green beans and mix it,Mix,Margin below manual review threshold.
hs2h7nb5PHQ,2,add some salt black pepper and sugar and whisk,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
hs2h7nb5PHQ,3,add the vegetable mixture and the clam meat,Season,Margin below manual review threshold.
Nbl97Bp3Kzw,1,cut the vinegar pepper and hot pepper into small pieces,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Season
Nbl97Bp3Kzw,2,fry the peppers,Season,Margin below manual review threshold.
Nbl97Bp3Kzw,3,coat the squid in flour,Mix,Margin below manual review threshold.
SkPvNb9P7XQ,7,layer the foie gras pudding and apple,Plate,Margin below manual review threshold.
SkPvNb9P7XQ,8,remove the sandwich off the pan and set them on the watercress salad,Mix,Margin below manual review threshold.
nbiOaHaKuKs,4,put chicken and cheese on top the bread,Cook-Heat,Margin below manual review threshold.
nbiOaHaKuKs,6,put bacon vegetables and dressing on top of the bread,Prep,Margin below manual review threshold.
btikV_DUoCM,0,cook the potatoes in the oven and cut them into half and spoon out the potatoes on to a sieve,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cut|Cook-Heat|Bake
btikV_DUoCM,2,add hot whole milk butter salt black pepper and mix it well,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
btikV_DUoCM,10,transfer the meat to a bowl top with a layer of mashed potatoes and grate some cheese,Cut,Prediction is not clearly separated enough for normal use.
KpzFf81iax8,11,remove the lid and garnish with fresh coriander,Prep,Low margin and multiple action groups detected: Prep|Plate
8q287rBZAM0,7,sprinkle with parsley and stir,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
JPbFE731Y0c,2,place the bratwurst on the grill and cook them until brown for about 10-15 minutes,Plate,Margin below manual review threshold.
JPbFE731Y0c,3,transfer the bratwurst into the pan and cover it with aluminum foil and let it cook for 20 minutes,Cook-Heat,Margin below manual review threshold.
JPbFE731Y0c,5,serve it with bun and potato chips,Plate,Margin below manual review threshold.
#NAME?,1,mix miso paste sake mirin and sesame oil,Mix,Margin below manual review threshold.
#NAME?,3,heat some oil in a pan and stir fry the garlic ginger cabbage and carrot,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
#NAME?,5,drain the noodles and set them aside,Prep,Low margin and multiple action groups detected: Prep|Idle
9X5xmrZMX30,2,remove the kelp from the pot,Idle,Prediction is not clearly separated enough for normal use.
Re46osq_NkI,8,once they are browned pour some water and cover with a lid and cook,Cook-Heat,Margin below manual review threshold.
60TXip7-W-E,9,fill the cone with the filling,Idle,Margin below manual review threshold.
xDp6cWoPMzo,4,finely chop the rosemary,Mix,Margin below manual review threshold.
xDp6cWoPMzo,7,add garlic meat and worcestershire sauce to the pan,Season,Margin below manual review threshold.
xDp6cWoPMzo,9,cut boil and mash the potatos,Prep,Low margin and multiple action groups detected: Cut|Cook-Heat
xDp6cWoPMzo,11,layer the meat and potatos in a dish,Plate,Prediction is not clearly separated enough for normal use.
SVo2W3ux1pU,0,spread mayonnaise on top of one slice of toast,Mix,Low margin and multiple action groups detected: Cut|Cook-Heat
45mgcWx16mM,0,remove the packed sausage from the plastic and place in a dish,Cut,Margin below manual review threshold.
45mgcWx16mM,2,peel the skin of the potatoes cut them into pieces and add them to the water and cook,Prep,Low margin and multiple action groups detected: Prep|Cut|Cook-Heat
ALpzvKkohfQ,3,cover the the pot,Idle,Margin below manual review threshold.
ALpzvKkohfQ,4,add a little bit of water,Prep,Margin below manual review threshold.
ALpzvKkohfQ,6,add some water and coriander leaves,Season,Margin below manual review threshold.
k6klZcQR2S0,0,add taro roots carrots wood ear mushrooms and garlic to the food processor and blend all together,Mix,Margin below manual review threshold.
k6klZcQR2S0,4,filling on the wrapper and roll the sheet up,Mix,Margin below manual review threshold.
M5TwnzHdT2Q,3,take other slice of bread and cover with the butter side up on the toast cover the lid and cook,Bake,Low margin and multiple action groups detected: Cut|Cook-Heat
M5TwnzHdT2Q,4,flip the bread toast on the other side and cover the lid,Bake,Margin below manual review threshold.
RKhfv-spUaI,1,mix flour oil salt and the yeast mixture together,Mix,Low margin and multiple action groups detected: Mix|Season
RKhfv-spUaI,8,spread the bun with mustard,Mix,Margin below manual review threshold.
s345cUBQhhk,7,add  cup of breadcrumbs cook and stir,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
s345cUBQhhk,8,add marjoram and serve,Plate,Prediction is not clearly separated enough for normal use.
lwdypoLpMW4,3,pour the tomato puree into the pot,Cook-Heat,Margin below manual review threshold.
lwdypoLpMW4,6,place basil leaves in the soup,Plate,Prediction is not clearly separated enough for normal use.
Sg0RKVJm-94,6,place the lid on the jar,Idle,Prediction is not clearly separated enough for normal use.
1rMT2uMF78E,2,stir fry onions and bell peppers,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
PMlHxcmen2I,10,remove the bread from the toaster,Cut,Margin below manual review threshold.
ioXqgVYG7Xc,0,chop and grate ginger,Cut,Prediction is not clearly separated enough for normal use.
ioXqgVYG7Xc,1,finely chop chili mushrooms peppers carrots onions and bacon,Cut,Margin below manual review threshold.
ioXqgVYG7Xc,4,add the mushrooms and turmeric to the pan and stir,Mix,Margin below manual review threshold.
A8eDWlCYaq8,0,slice washed chicken breasts and wash hands clean,Prep,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
A8eDWlCYaq8,4,put the chicken in fridge for 20 minutes,Idle,Margin below manual review threshold.
woTrhsB_bcA,1,add chopped apples and cook,Plate,Margin below manual review threshold.
woTrhsB_bcA,2,add snails without shells stir and cook,Cut,Low margin and multiple action groups detected: Mix|Cook-Heat
DrM_ZiRvIro,1,mix the canned corn with the milk mxiture,Mix,Margin below manual review threshold.
DrM_ZiRvIro,2,mix the wet and dry ingredients,Mix,Moderate-low margin with connector and multiple action groups detected: Prep|Mix
DrM_ZiRvIro,6,dip the hot dog in the batter,Idle,Margin below manual review threshold.
Ghefa-Q18Tg,0,cut some tomatoes into halves spread olive salt and pepper on top and roast them in the oven,Season,Low margin and multiple action groups detected: Cut|Bake|Season
Ghefa-Q18Tg,3,add the chicken stock to the soup,Cook-Heat,Margin below manual review threshold.
Ghefa-Q18Tg,4,add basil leaves to the soup and cook for 3 minutes,Plate,Prediction is not clearly separated enough for normal use.
Ghefa-Q18Tg,8,drain the soup and pour the liquid back to the pot,Idle,Margin below manual review threshold.
DKk5IVcIWW8,0,cut some chicken wings at the joint and remove the wingtip,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
DKk5IVcIWW8,2,combine flour and paprika and coat the wings,Mix,Margin below manual review threshold.
DKk5IVcIWW8,4,in a saucepan heat some butter and add some hot sauce a pinch of sugar and black pepper,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Season
FSWZXBbEyFw,4,add anchovy paste worcestershire sauce olive oil and parmesan cheese and whisk it,Mix,Margin below manual review threshold.
FSWZXBbEyFw,5,grill the chicken on both sides and let it rest on a plate,Plate,Low margin and multiple action groups detected: Cook-Heat|Plate|Idle
FSWZXBbEyFw,6,chop some lettuce put with the crouton chopped chicken breast and pine nuts,Cut,Prediction is not clearly separated enough for normal use.
FSWZXBbEyFw,7,season with parmesan cheese and pepper to serve,Season,Moderate-low margin with connector and multiple action groups detected: Season|Plate
c87PnAWDbOA,1,when it boils cover and simmer gently for twenty minutes,Cook-Heat,Prediction is not clearly separated enough for normal use.
c87PnAWDbOA,5,when the soup is boiling add prawns and simmer gently for two minutes,Mix,Margin below manual review threshold.
ffyHeyRpYvo,1,melt some butter in another pan and chop some leeks put them in water and keep ready,Cook-Heat,Low margin and multiple action groups detected: Cut|Cook-Heat
ffyHeyRpYvo,6,add some guinness beer and a can of beef broth and stir,Mix,Prediction is not clearly separated enough for normal use.
ffyHeyRpYvo,9,remove the lid and check if the sausages are done,Idle,Margin below manual review threshold.
ffyHeyRpYvo,10,add finely chopped fresh rosemary and stir put the lid on and cook in low heat for 8-10 minutes,Cook-Heat,Low margin and multiple action groups detected: Mix|Cook-Heat
ffyHeyRpYvo,11,plate some mash potatoes add canned peas over it and top with the banger gravy on top and serve,Season,Margin below manual review threshold.
fIhIyOWIIz0,0,spread sushi rice on a piece of sushi wrapper,Plate,Margin below manual review threshold.
fIhIyOWIIz0,2,add crab avocado cumumber and roll it over,Cut,Margin below manual review threshold.
6hs8dZuzIFs,1,add milk to the eggs,Prep,Margin below manual review threshold.
6hs8dZuzIFs,2,whisk the eggs,Mix,Margin below manual review threshold.
6hs8dZuzIFs,7,place the eggs on toast,Cook-Heat,Margin below manual review threshold.
wURtxtH7i-Y,3,remove the kale,Cut,Margin below manual review threshold.
VSrY0ORD394,0,add the meat to a bowl,Plate,Prediction is not clearly separated enough for normal use.
VSrY0ORD394,2,add cabbage green onion and carrots to the bowl,Cut,Margin below manual review threshold.
VSrY0ORD394,6,place the filling in the center of the wrapper,Idle,Margin below manual review threshold.
1OtWo8cXKWM,6,take out the bay leaves,Idle,Margin below manual review threshold.
c96tGPyKB0c,1,add some tomato sauce on the dough and add some basil leaves cubes of mozzarella,Mix,Margin below manual review threshold.
TshGvn_QG_g,3,roll up the seaweed,Idle,Margin below manual review threshold.
_z1nplx1HdY,1,combine pineapple soy sauce sugar pepper sesame oil and vinegar,Season,Low margin and multiple action groups detected: Mix|Season
osov-0HY1Lw,3,add red onion celery green peas red pepper boiled eggs carrot and ham to the pasta,Prep,Margin below manual review threshold.
