video_id,subset,recipe_type,segment_id,segment_start,segment_end,sentence,predicted_label,label_quality,recommended_sample_weight
TvnrmFuz0G8,training,229,1,88,108,chop the parsley and add it to the bowl of chickpeas,Prep,weak,0.5
TvnrmFuz0G8,training,229,2,108,128,chop the cilantro and add it to the bowl,Mix,good,1.0
TvnrmFuz0G8,training,229,3,128,139,chop the onions and add them to the bowl,Mix,weak,0.5
TvnrmFuz0G8,training,229,5,194,241,add the coriander seeds cumin salt and pepper and mix,Season,good,1.0
TvnrmFuz0G8,training,229,6,257,268,mix in flour,Mix,good,1.0
TvnrmFuz0G8,training,229,7,277,291,heat oil in a pot,Cook-Heat,good,1.0
TvnrmFuz0G8,training,229,8,302,319,cook the falafel balls in the oil,Cook-Heat,good,1.0
TvnrmFuz0G8,training,229,9,365,375,juice a lemon,Prep,weak,0.5
TvnrmFuz0G8,training,229,10,375,386,add tahini and water to the lemon juice and stir,Season,good,1.0
TvnrmFuz0G8,training,229,11,386,402,add salt and greek yogurt,Season,good,1.0
TvnrmFuz0G8,training,229,12,430,435,add cucumber tomato and onion to a bowl,Mix,weak,0.5
TvnrmFuz0G8,training,229,13,453,489,put the falafel salad and dressing inside the pita,Mix,weak,0.5
TyR6QO1pVCo,training,323,0,40,85,place carrots onion garlic salt and pepper onto a hot pan of oil,Season,good,1.0
TyR6QO1pVCo,training,323,1,118,128,pour the egg into the pan and mix,Mix,good,1.0
TyR6QO1pVCo,training,323,3,184,229,add rice to the pan and mix,Mix,weak,0.5
TyR6QO1pVCo,training,323,4,257,278,pour the rice into a bowl,Mix,good,1.0
U0jn_DI5ESg,training,102,0,53,62,mix flour baking powder and pepper,Mix,good,1.0
U0jn_DI5ESg,training,102,1,65,75,break an egg and add some milk to it,Prep,weak,0.5
U0jn_DI5ESg,training,102,2,80,81,heat some oil in a pan,Cook-Heat,good,1.0
U0jn_DI5ESg,training,102,3,98,107,coat the onion rings with the prepared liquid and powder,Season,weak,0.5
U0jn_DI5ESg,training,102,4,108,119,fry the onion rings and drain them with newspaper,Prep,good,1.0
U10oixMc9_k,training,110,0,28,79,add egg yolks minced garlic dijon mustard anchovies and red wine vinegar to a bowl and mix togther,Mix,good,1.0
U10oixMc9_k,training,110,1,79,95,while whisking slowly add olive oil,Mix,weak,0.5
U10oixMc9_k,training,110,2,95,110,season with salt and pepper,Season,good,1.0
U10oixMc9_k,training,110,4,137,144,drizzle the bread with olive oil,Mix,good,1.0
U10oixMc9_k,training,110,5,155,165,fry bacon in a pan,Cook-Heat,good,1.0
U10oixMc9_k,training,110,6,165,182,wash the lettuce,Prep,good,1.0
U10oixMc9_k,training,110,7,182,195,drain the bacon on a paper towel and cut up into pieces,Cut,good,1.0
U10oixMc9_k,training,110,8,195,220,arrange the lettuce croutons and bacon in a bowl,Mix,weak,0.5
U1eHoriT_aI,training,423,0,75,83,add chicken to a pan of boiling chicken stock,Cook-Heat,good,1.0
U1eHoriT_aI,training,423,1,88,96,add the thai red curry paste to the pan,Cook-Heat,good,1.0
U1eHoriT_aI,training,423,2,99,110,add the rest of the chicken stock and coconut milk to the pan,Cook-Heat,good,1.0
U1eHoriT_aI,training,423,4,134,143,garnish the soup with bean sprouts green onion mint and lime juice,Prep,weak,0.5
U5Eyu9IyG-I,training,230,0,171,178,chop garlic cloves and rosemary leaves,Season,weak,0.5
U5Eyu9IyG-I,training,230,2,194,220,add orange zest and lemon zest to the bowl,Mix,good,1.0
U5Eyu9IyG-I,training,230,3,230,235,add orange and lemon juice,Season,weak,0.5
U5Eyu9IyG-I,training,230,4,240,272,add black pepper salt olive oil and honey,Season,good,1.0
U5Eyu9IyG-I,training,230,5,275,305,stir the mix,Mix,good,1.0
U5Eyu9IyG-I,training,230,6,380,416,skew onions and chicken,Cut,weak,0.5
U5Eyu9IyG-I,training,230,7,443,487,add oil to the frying pan and fry the skewers,Cook-Heat,good,1.0
U8Mb5cr7JDQ,training,219,0,33,50,remove the outer leaves and the stem of a cabbage,Cut,weak,0.5
U8Mb5cr7JDQ,training,219,2,71,90,cut the cabbage into slices,Cut,good,1.0
U8Mb5cr7JDQ,training,219,3,93,107,add the salt to the cabbage in a large bowl and massage the cabbage,Season,good,1.0
U8Mb5cr7JDQ,training,219,5,150,187,instead of cutting cabbage you can also use a grinder to process the cabbage,Cut,weak,0.5
U8Mb5cr7JDQ,training,219,6,230,238,seal the jar and put it in room temperature for 3 days,Idle,good,1.0
U8Mb5cr7JDQ,training,219,7,257,263,add some water to the jar to seal and put in a cool place,Idle,good,1.0
UA7wqVe8Kpo,training,228,0,32,39,open the can of chickpeas and drain,Prep,good,1.0
UA7wqVe8Kpo,training,228,1,43,58,chop up garlic in a food processor,Cut,good,1.0
UA7wqVe8Kpo,training,228,2,58,106,add chickpeas lemon juice olive oil and water to food processor and blend,Mix,weak,0.5
UA7wqVe8Kpo,training,228,3,106,126,add black pepper and salt and stir,Season,good,1.0
UGUF_9Rt9ZE,training,317,0,34,82,put pear chopped onion garlic sesame oil soy sauce honey and rice wine into a food processor and blend,Mix,good,1.0
UGUF_9Rt9ZE,training,317,1,102,132,cut beef into slices and combine the beef and marinade,Cut,good,1.0
UHhuaRTF1UY,validation,321,0,51,139,add chicken broth rice vinegar soy sauce and brown sugar to a bowl,Mix,good,1.0
UHhuaRTF1UY,validation,321,1,139,193,add garlic red pepper flakes ginger and green onions and mix,Season,good,1.0
UHhuaRTF1UY,validation,321,2,213,245,coat the chicken in flour,Cook-Heat,weak,0.5
UHhuaRTF1UY,validation,321,3,260,290,fry the chicken in the pan,Cook-Heat,good,1.0
UHhuaRTF1UY,validation,321,4,300,309,add the sauce to the pan,Cook-Heat,good,1.0
UHhuaRTF1UY,validation,321,5,315,338,toss the chicken with the sauce,Cook-Heat,weak,0.5
UHmKlQ2OkTM,training,106,0,118,132,prepare some boiled macaroni in a bowl and season with butter and olive oil,Cook-Heat,weak,0.5
UHmKlQ2OkTM,training,106,1,148,180,add a little bit sea salt pepper granulated garlic and old bay to the macaroni,Season,good,1.0
UHmKlQ2OkTM,training,106,3,221,253,add some butter to a heated sauce pan,Cook-Heat,good,1.0
UHmKlQ2OkTM,training,106,4,254,290,add 1 large cup flour  keep whisking it and add more butter,Mix,good,1.0
UHmKlQ2OkTM,training,106,5,290,317,pour in some milk while whisking,Mix,good,1.0
UHmKlQ2OkTM,training,106,8,402,430,add sea salt and black pepper and pour in the pasta,Season,good,1.0
UHmKlQ2OkTM,training,106,9,435,440,whisk it to coat the macaroni well,Season,weak,0.5
UHmKlQ2OkTM,training,106,11,585,673,mix crushed butter garlic crouton melted butter cheese and put on top,Cut,weak,0.5
USfS4E3gDqI,training,228,0,20,39,drain garbanzo beans,Prep,good,1.0
USfS4E3gDqI,training,228,1,47,58,juice the lemons,Prep,weak,0.5
USfS4E3gDqI,training,228,2,59,77,slice the jalapeno peppers and remove the seeds,Prep,good,1.0
USfS4E3gDqI,training,228,3,120,175,add lemon juice oil tahini garlic ground cumin salt and garbanzo beans to the blender,Season,weak,0.5
USfS4E3gDqI,training,228,4,187,207,add jalapeno peppers cilantro and a little water to the blender,Season,weak,0.5
USfS4E3gDqI,training,228,5,208,248,put lid on and blend,Mix,good,1.0
UUlfKJ9M_pQ,training,121,0,15,26,cook 6 strips of sliced bacon,Cut,weak,0.5
UUlfKJ9M_pQ,training,121,1,28,52,drain the clams and keep the liquid,Prep,good,1.0
UUlfKJ9M_pQ,training,121,3,112,134,add thyme leaves a cup of all-purpose flour,Mix,weak,0.5
UUlfKJ9M_pQ,training,121,6,232,236,add pepper to the soup,Season,good,1.0
UVHIuuQ0-nA,training,305,0,35,54,slice the big bok choys into two halves,Cut,good,1.0
UVHIuuQ0-nA,training,305,1,68,82,cut 6 scallions into roughly 1 inch pieces,Cut,good,1.0
UVHIuuQ0-nA,training,305,2,95,102,add sliced carrots with them,Cut,good,1.0
UVHIuuQ0-nA,training,305,4,153,224,add ginger garlic red chilli powder brown sugar and rice vinegar into the food processor and blend,Mix,good,1.0
UVHIuuQ0-nA,training,305,5,246,307,mix roasted sesame seeds vegetables bowl and the paste,Mix,good,1.0
UZGqsSB9cSQ,training,317,0,68,74,add black pepper to the sliced beef,Season,weak,0.5
UZGqsSB9cSQ,training,317,2,102,110,turn on the blender to mix the ingredients,Mix,good,1.0
UZGqsSB9cSQ,training,317,3,118,138,pour the marinade onto the beef and mix by hand,Season,weak,0.5
UZGqsSB9cSQ,training,317,5,156,195,put the beef onto a pan and place to the pan on a stove to heat,Cook-Heat,good,1.0
U_2DFd2ZMfs,validation,412,0,27,75,take two strips of breast chicken and cut it into thin slices,Cut,good,1.0
U_2DFd2ZMfs,validation,412,1,77,84,put the chicken slices into boiling water,Cook-Heat,good,1.0
U_2DFd2ZMfs,validation,412,2,128,145,put an egg and rice into a frying pan and saute,Cook-Heat,good,1.0
U_2DFd2ZMfs,validation,412,3,165,170,add peas to the boiling water with chicken,Cook-Heat,weak,0.5
U_yVc8Dl048,validation,325,0,15,22,slice 3 scallions,Cut,good,1.0
U_yVc8Dl048,validation,325,1,30,45,slice one cup of bamboo shoots,Cut,good,1.0
U_yVc8Dl048,validation,325,2,56,60,soak 1 ounce of mushroom in 11/2 cup of boiling water,Prep,good,1.0
U_yVc8Dl048,validation,325,3,65,72,slice the mushrooms and save the leftover water,Prep,good,1.0
U_yVc8Dl048,validation,325,4,78,90,cut 7 ounces of tofu into  inch cubes,Cut,good,1.0
U_yVc8Dl048,validation,325,6,118,145,add 4tbsp of soya sauce 1 tbsp of white pepper and simmer for five min,Season,weak,0.5
U_yVc8Dl048,validation,325,8,176,202,mix 2 tbsp of cornstarch with 4 tbsp of cold water in a bowl,Mix,good,1.0
U_yVc8Dl048,validation,325,9,205,215,add the cornstarch mix to the soup while whisking it,Mix,good,1.0
U_yVc8Dl048,validation,325,10,260,272,add 3 tbsp of vinegar,Mix,good,1.0
U_yVc8Dl048,validation,325,11,275,285,add 1 beaten egg to the soup while stirring,Mix,good,1.0
U_yVc8Dl048,validation,325,12,288,292,sprinkle with scallion greens,Mix,weak,0.5
UaQ_PwDnIis,training,121,0,58,75,put 3 dozens of clams into a pot and boil them till they open up,Prep,weak,0.5
UaQ_PwDnIis,training,121,1,76,105,take three slices of apple smoked bacon and fry them simultaneously in other pot for five min and remove,Cook-Heat,good,1.0
UaQ_PwDnIis,training,121,2,112,158,melt butter and then mix with flour,Mix,good,1.0
UaQ_PwDnIis,training,121,3,180,211,add 1 finely diced onion into the same pot then add the smoked bacon and stir,Cook-Heat,weak,0.5
UaQ_PwDnIis,training,121,4,212,220,add garlic salt and celery seeds and stir,Season,good,1.0
UaQ_PwDnIis,training,121,5,238,260,add clam water to the stock and cook,Cook-Heat,good,1.0
UaQ_PwDnIis,training,121,6,262,298,add three finely diced potato clams and rich creme and cook the potatoes,Cook-Heat,weak,0.5
UaQ_PwDnIis,training,121,7,299,304,add a little black pepper,Season,good,1.0
UaQ_PwDnIis,training,121,8,312,318,add 2 tbsp of dry parsley,Season,weak,0.5
UbunZxDifYU,training,105,0,40,88,add salt caribbean pepper sauce black pepper ginger and caribbean green seasoning to a bowl of chicken,Season,good,1.0
UbunZxDifYU,training,105,1,110,139,add pepper salt curry powder and paprika to a plate of flour and mix,Season,good,1.0
UbunZxDifYU,training,105,2,142,165,add egg to the chicken and mix,Mix,good,1.0
UbunZxDifYU,training,105,3,170,223,coat the chicken in the flour,Cook-Heat,weak,0.5
UbunZxDifYU,training,105,4,225,256,place the chicken in a pan of hot oil,Cook-Heat,good,1.0
UcSg3-vlwg0,training,119,0,12,36,add bell peppers onions and garlic to the ground meat,Season,good,1.0
UcSg3-vlwg0,training,119,1,36,58,add salt black pepper and an egg to the mixture and mix,Mix,good,1.0
UcSg3-vlwg0,training,119,2,58,91,add oatmeal bread crumbs and barbecue sauce to the mixture and mix,Mix,good,1.0
UcSg3-vlwg0,training,119,3,91,102,mold the meat into a loaf,Cut,weak,0.5
UcSg3-vlwg0,training,119,4,104,119,add barbecue sauce onto the top of the meatloaf,Cook-Heat,weak,0.5
UcSg3-vlwg0,training,119,5,119,133,cover the meatloaf and then bake,Bake,good,1.0
UcSg3-vlwg0,training,119,6,133,154,add barbecues sauce and top with parsley,Plate,weak,0.5
UfWND-lc4sc,training,309,0,60,74,heat up a bowl of shredded cabbage and water drain it run under cold water and remove excess water,Prep,good,1.0
UfWND-lc4sc,training,309,1,75,81,add green onion garlic ginger sugar shaoxing wine soy sauce and corn starch to a bowl of ground beef,Season,good,1.0
UfWND-lc4sc,training,309,2,82,85,mix the bowl of ground beef by hand,Mix,good,1.0
UfWND-lc4sc,training,309,3,88,93,add the cabbage to the beef and mix by hand,Cut,weak,0.5
UfWND-lc4sc,training,309,4,94,102,wet the edges of a potsticker,Cook-Heat,weak,0.5
UfWND-lc4sc,training,309,5,103,140,add the meat mixture to the center of the wrapper fold in half and close,Cut,good,1.0
UfWND-lc4sc,training,309,6,144,154,add peanut oil to a pan and spread,Cook-Heat,good,1.0
UfWND-lc4sc,training,309,7,155,164,add the potstickers to the pan and pour hot water over them,Cook-Heat,good,1.0
UkqQAynrM2g,validation,112,0,52,68,cook the pasta in boiling water,Cook-Heat,weak,0.5
UkqQAynrM2g,validation,112,1,78,86,mix pesto and balsamic vinegar together,Mix,good,1.0
UkqQAynrM2g,validation,112,2,86,96,pour the dressing over the pasta and stir,Mix,good,1.0
UkqQAynrM2g,validation,112,3,100,113,mix tomatos mozzerella and basil with the salad,Mix,good,1.0
UkqQAynrM2g,validation,112,4,153,166,fry bacon in a skillet,Cook-Heat,good,1.0
UkqQAynrM2g,validation,112,5,172,182,add oil vinegar lemon juice and garlic to a bowl,Mix,weak,0.5
UkqQAynrM2g,validation,112,7,222,242,mix the pasta lettuce tomato and bacon together,Mix,good,1.0
UkqQAynrM2g,validation,112,8,247,250,pour dressing on top of the salad,Mix,good,1.0
UkqQAynrM2g,validation,112,9,279,282,chop the bell pepper into chunks,Cut,good,1.0
UkqQAynrM2g,validation,112,10,282,288,steam the green beans,Prep,weak,0.5
UkqQAynrM2g,validation,112,11,295,304,mix olive oil vinegar dijon mustard salt and pepper togther,Season,good,1.0
UkqQAynrM2g,validation,112,13,329,334,pour the dressing on top and toss,Mix,good,1.0
UmJk0WSl9Uc,validation,106,0,100,258,chop cheese and grate in the food processor,Cut,good,1.0
UmJk0WSl9Uc,validation,106,1,267,273,melt butter in a pan and stir in flour,Cook-Heat,good,1.0
UmJk0WSl9Uc,validation,106,2,273,292,stir in half and half garlic powder salt pepper and paprika,Season,good,1.0
UmJk0WSl9Uc,validation,106,3,294,305,fold in cheese and stir until the sauce thickens,Mix,good,1.0
UmJk0WSl9Uc,validation,106,4,319,336,mix in sour cream,Mix,good,1.0
UmJk0WSl9Uc,validation,106,6,410,435,top with more grated cheese,Cut,weak,0.5
UmJk0WSl9Uc,validation,106,7,436,441,cook in oven until the cheese is browned,Bake,good,1.0
UoP9ZJKqAh4,training,114,0,19,27,add cut potatoes butter and salt into a bowl,Season,weak,0.5
UoP9ZJKqAh4,training,114,2,43,50,put half of the potatoes in another bowl and add pepper jack cheese and bacon bits,Cut,weak,0.5
UoP9ZJKqAh4,training,114,4,68,76,add garlic powder dried parsley and grated parmesan cheese to the rest of the potatoes,Season,weak,0.5
UoP9ZJKqAh4,training,114,6,111,117,place the mashed potato balls onto a baking sheet and place in the fridge,Prep,good,1.0
UoP9ZJKqAh4,training,114,7,120,127,crack an egg into a bowl and whisk with a fork,Mix,good,1.0
UoP9ZJKqAh4,training,114,8,134,138,coat the mashed potato balls with the beaten egg,Prep,weak,0.5
UoP9ZJKqAh4,training,114,9,139,150,transfer the mashed potato ball into a bowl with panko bread crumbs and roll it around,Mix,good,1.0
UoP9ZJKqAh4,training,114,10,162,171,place the mashed potato balls into a pan of hot oil,Cook-Heat,good,1.0
UoP9ZJKqAh4,training,114,11,176,186,remove the balls from the oil and place on paper towel to dry,Prep,good,1.0
UtVDwLyQz08,training,105,0,10,15,take chicken legs with skin and make a slit in it,Cut,weak,0.5
UtVDwLyQz08,training,105,1,18,32,mix  a cup of curd in a bowl with  a cup of milk and whisk it well,Mix,good,1.0
UtVDwLyQz08,training,105,2,35,49,add 1 tbsp chili powder and salt to it and whisk everything to prepare a marinate,Season,weak,0.5
UtVDwLyQz08,training,105,4,78,89,prepare a masala by mixing 1 spoon each of chili powder coriander powder  a spoon each of garam masala turmeric powder and pepper powder in water,Season,good,1.0
UtVDwLyQz08,training,105,5,93,95,in a plate mix all-purpose flour and garlic powder and keep ready,Mix,good,1.0
UtVDwLyQz08,training,105,6,97,102,take the chicken out of the marinate liquid and coat with the masala properly,Season,weak,0.5
UtVDwLyQz08,training,105,7,107,139,toss over the flour mixture and deep fry on medium heat both the sides for 3 minutes and then on high heat for 2 minutes on both the  sides,Cook-Heat,good,1.0
UtVDwLyQz08,training,105,8,140,145,once the chicken turns golden brown and crispy remove and drain excess oil and serve,Cook-Heat,weak,0.5
UvuV9z3HkDo,training,305,0,27,48,mix pepper powder sugar salt and water,Season,good,1.0
UvuV9z3HkDo,training,305,1,57,73,remove the skin and cut the korean radish and napa cabbage into squares,Cut,good,1.0
UvuV9z3HkDo,training,305,2,75,86,put the cabbage and radish in a large bowl sprinkle salt and toss,Prep,weak,0.5
UvuV9z3HkDo,training,305,3,90,108,mix water and rice flour cook and stir,Mix,good,1.0
UvuV9z3HkDo,training,305,4,110,125,grind asian pear onion garlic and fresh ginger together in a food processor,Season,weak,0.5
UvuV9z3HkDo,training,305,5,130,150,chop pear green onions carrot and red hot pepper,Cut,weak,0.5
UvuV9z3HkDo,training,305,6,151,162,pour the grinded veggies into the kimchi broth then pour the rice mixture and mix them well,Mix,good,1.0
UvuV9z3HkDo,training,305,7,166,192,add the vegetables to the cabbage and radish and strain the kimchi broth into the veggie bowl,Prep,weak,0.5
UzqlXpAAAWk,training,212,0,27,31,boil potatoes and parsnips in a pot of hot water,Cook-Heat,good,1.0
UzqlXpAAAWk,training,212,1,36,40,cook onions and bacon together in a pan,Cook-Heat,good,1.0
UzqlXpAAAWk,training,212,2,41,44,add the minced meat to the pot and add ketchup,Season,weak,0.5
UzqlXpAAAWk,training,212,3,45,48,add steakhouse marinade the pot,Season,weak,0.5
UzqlXpAAAWk,training,212,4,50,60,drain the potatoes and parsnips and mash with milk and butter,Prep,good,1.0
UzqlXpAAAWk,training,212,5,61,70,add the meat to a dish top with the potato mash and cheese and bake,Cook-Heat,weak,0.5
V53XmPeyjIU,validation,105,0,16,26,combine salt butter milk and hot sauce in a bowl,Mix,good,1.0
V53XmPeyjIU,validation,105,1,33,36,place chicken in a small bowl and pour brine over chicken and freeze it for 1 hour,Cook-Heat,weak,0.5
V53XmPeyjIU,validation,105,2,46,53,pour off the brine and rinse chicken off thoroughly and shake off excess water,Prep,good,1.0
V53XmPeyjIU,validation,105,3,60,89,place chicken on a plate or tray and season generously with mixed spices,Season,good,1.0
V53XmPeyjIU,validation,105,4,93,103,season the flour with salt pepper and celery salt,Season,good,1.0
V53XmPeyjIU,validation,105,5,108,129,coat the chicken pieces in the flour,Cook-Heat,weak,0.5
V53XmPeyjIU,validation,105,6,158,168,place chicken in hot oil and fry until golden brown,Cook-Heat,good,1.0
V53XmPeyjIU,validation,105,7,173,180,fry dark meats together and white meats together,Cook-Heat,good,1.0
V9GsyAcKk_c,training,211,0,17,45,cut through the core of the cabbage into half remove the tough core and dice the cabbage,Cut,good,1.0
V9GsyAcKk_c,training,211,1,46,60,put the cabbage and diced potatoes in a pan and cover with water,Prep,good,1.0
V9GsyAcKk_c,training,211,2,61,75,add butter milk and onions to the pot,Cook-Heat,good,1.0
VJh-hIt_Oc0,training,103,1,46,83,add worcestshire sauce salt pepper garlic and hot sauce to the bowl and mix,Mix,good,1.0
VJh-hIt_Oc0,training,103,2,83,103,form the meat into patties,Cook-Heat,weak,0.5
VJh-hIt_Oc0,training,103,3,127,141,grill the patties,Cook-Heat,good,1.0
VJh-hIt_Oc0,training,103,4,153,164,place the patty on the bun,Cook-Heat,weak,0.5
VJh-hIt_Oc0,training,103,5,164,171,grate cheese onto the patty,Cut,weak,0.5
VLS3ZJt9GMg,validation,107,0,23,61,mix bread crumbs cornflakes and parmesan cheese,Mix,good,1.0
VLS3ZJt9GMg,validation,107,1,62,96,dip the calamari in the flour beaten egg and bread crumbs,Mix,good,1.0
VLS3ZJt9GMg,validation,107,2,101,153,heat butter in a pan and cook the calamari,Cook-Heat,weak,0.5
VPFmudvabUg,validation,110,0,74,115,place the garlic in the food processor add the anchovy fillets and the capers and process well,Cut,weak,0.5
VPFmudvabUg,validation,110,1,116,168,add the yogurt lemon juice worcestershire sauce tabasco the mayonnaise and process to combine,Mix,good,1.0
VPFmudvabUg,validation,110,2,177,203,add some salt and ground pepper and process,Season,good,1.0
VPFmudvabUg,validation,110,3,228,277,cut the bread into one inch cubes,Cut,good,1.0
VPFmudvabUg,validation,110,4,279,427,heat olive oil in a skillet and cook the bread,Cook-Heat,good,1.0
VPFmudvabUg,validation,110,5,435,459,cut the lettuce into bite size and put it in a bowl,Cut,weak,0.5
VRPRVTMmNwg,training,230,0,36,72,add salt sugar paprika black pepper garlic powder and onion powder to a bowl,Season,good,1.0
VRPRVTMmNwg,training,230,1,72,108,pour red wine in the bowl and mix the ingredients,Mix,good,1.0
VRPRVTMmNwg,training,230,3,300,350,put some meat and chopped red onions bell peppers mushrooms and zucchinis on the bamboo skewers,Prep,weak,0.5
VRPRVTMmNwg,training,230,4,431,473,grill the skewers,Cook-Heat,weak,0.5
VSrY0ORD394,training,309,0,30,35,add the meat to a bowl,Plate,weak,0.5
VSrY0ORD394,training,309,1,39,62,add garlic salt sugar sesame oil and sauce to the meat,Season,weak,0.5
VSrY0ORD394,training,309,3,78,97,add an egg and mix the filling together,Mix,good,1.0
VSrY0ORD394,training,309,4,110,131,mix sugar and water together in a pan,Mix,good,1.0
VSrY0ORD394,training,309,5,135,167,add vinegar garlic and fish sauce to the pan,Cook-Heat,weak,0.5
VSrY0ORD394,training,309,7,200,219,seal the edges of the dumpling,Prep,weak,0.5
VSrY0ORD394,training,309,8,225,240,heat oil in a pan,Cook-Heat,good,1.0
VSrY0ORD394,training,309,9,240,260,fry the pot stickers in the pan,Cook-Heat,good,1.0
VSrY0ORD394,training,309,10,264,280,pour water into the pan and cover with a lid,Cook-Heat,good,1.0
VcIF3HOI9wI,training,101,0,62,71,take 2 strips of bacon and cut each into 2 pieces,Cut,good,1.0
VcIF3HOI9wI,training,101,1,78,90,heat a pan spray some olive oil and cook the bacon until it becomes crisp,Cook-Heat,good,1.0
VcIF3HOI9wI,training,101,2,91,103,cut a tomato into slices,Cut,good,1.0
VcIF3HOI9wI,training,101,3,110,129,take some lettuce leaves and wash them thoroughly later tear them into small pieces,Prep,good,1.0
VcIF3HOI9wI,training,101,5,140,162,flip the bacon pieces and cook the other side,Cook-Heat,good,1.0
Vi9BxQvpdpQ,training,418,0,43,68,put maida in a deep bowl add sooji baking soda salt and mix well,Mix,good,1.0
Vi9BxQvpdpQ,training,418,1,71,86,add yogurt and mix well,Mix,good,1.0
Vi9BxQvpdpQ,training,418,2,84,98,add water and start to knead in to stiff dough,Mix,good,1.0
Vi9BxQvpdpQ,training,418,3,101,142,once dough is ready cover and keep it to rest for 4 hours,Idle,good,1.0
Vi9BxQvpdpQ,training,418,5,185,200,add ginger garlic paste and cook,Season,good,1.0
Vi9BxQvpdpQ,training,418,7,243,270,add tomatoes red chilli powder mix cover and cook for 5 minutes,Season,weak,0.5
Vi9BxQvpdpQ,training,418,8,294,348,add soaked chana salt water cover and pressure cook,Season,weak,0.5
Vi9BxQvpdpQ,training,418,10,420,461,deep fry until gets golden color from both sides,Cook-Heat,good,1.0
VmaEuPzlPII,validation,403,1,59,70,soak the noodles in water,Prep,good,1.0
VmaEuPzlPII,validation,403,2,71,77,cut the snow peas diagonally,Cut,good,1.0
VmaEuPzlPII,validation,403,3,87,93,heat oil in a pan,Cook-Heat,good,1.0
VmaEuPzlPII,validation,403,4,93,110,cook the shrimp until halfway cooked in the pan and then remove,Cut,weak,0.5
VmaEuPzlPII,validation,403,5,110,123,cook the egg and remove from the pan,Cook-Heat,good,1.0
VmaEuPzlPII,validation,403,6,123,136,add the garlic snow peas and beadn sprouts to the pan,Season,weak,0.5
VmaEuPzlPII,validation,403,7,136,160,add the pad thai sauce noodles shrimp and egg,Cook-Heat,weak,0.5
VmaEuPzlPII,validation,403,9,177,186,top with chopped peanuts,Cut,good,1.0
VswrGW9b3ck,training,107,0,10,26,season the calamari with salt and pepper and toss,Season,good,1.0
VswrGW9b3ck,training,107,1,27,42,dust some flour on mix well and shake off excess flour,Mix,good,1.0
VswrGW9b3ck,training,107,2,43,74,fry the calamari in oil,Cook-Heat,good,1.0
VtuiYP8GIb8,training,212,0,45,50,preheat oven to 390 degrees,Bake,good,1.0
VtuiYP8GIb8,training,212,1,52,55,heat oil in a saucepan,Cook-Heat,good,1.0
VtuiYP8GIb8,training,212,2,56,71,add onions carrots and garlic to pan and mix,Cook-Heat,good,1.0
VtuiYP8GIb8,training,212,3,72,76,add minced meat and lightly brown it,Season,weak,0.5
VtuiYP8GIb8,training,212,4,77,88,add tomato puree herbs salt and pepper and a splash of worchester sauce,Season,good,1.0
VtuiYP8GIb8,training,212,5,89,96,mix everything together and simmer,Mix,good,1.0
VtuiYP8GIb8,training,212,7,125,134,once potatos have boiled strain the potatos,Prep,weak,0.5
VtuiYP8GIb8,training,212,8,140,167,add potatos butter and milk to a new bowl and whisk to mash,Mix,good,1.0
VtuiYP8GIb8,training,212,10,211,218,spread mashed potatos over top of meat mix,Season,weak,0.5
VtuiYP8GIb8,training,212,11,222,229,place in oven,Bake,good,1.0
Vuy2nrJz0Zw,training,104,0,42,73,crack the eggs into the bowl,Mix,good,1.0
Vuy2nrJz0Zw,training,104,2,146,173,add butter to the pan,Cook-Heat,good,1.0
Vuy2nrJz0Zw,training,104,3,183,194,pour the eggs into the pan,Cook-Heat,weak,0.5
Vuy2nrJz0Zw,training,104,4,231,325,push the egg in the pan,Cook-Heat,good,1.0
Vuy2nrJz0Zw,training,104,5,378,398,sprinkle salt and pepper on top,Season,good,1.0
VwBJ230pjSk,training,419,0,7,30,add flour baking powder sugar and salt to a bowl and mix,Mix,good,1.0
VwBJ230pjSk,training,419,1,34,41,pour a beaten egg into the bowl,Mix,good,1.0
VwBJ230pjSk,training,419,3,89,120,pour milk and oil to the bowl and mix,Mix,good,1.0
VwBJ230pjSk,training,419,4,129,151,pour the yeast into the bowl and mix,Mix,good,1.0
VwBJ230pjSk,training,419,5,203,224,flatten out the balls of dough and roll,Mix,weak,0.5
VwBJ230pjSk,training,419,6,244,256,place the dough onto a hot pan,Mix,weak,0.5
VwtkHIturro,validation,211,0,33,68,finely slice the cabbage,Cut,good,1.0
VwtkHIturro,validation,211,1,75,78,cook the cabbage in a pot of water,Prep,good,1.0
VwtkHIturro,validation,211,2,79,98,mash the potatos until chunky,Cut,good,1.0
VwtkHIturro,validation,211,4,132,148,add milk and spring onions to a pot,Season,weak,0.5
VwtkHIturro,validation,211,5,159,217,mix the milk and spring onions with the mashed potatos,Season,weak,0.5
VwtkHIturro,validation,211,6,243,250,add butter to the mashed potatos,Cook-Heat,good,1.0
Vyrq2i3R_Sk,training,209,0,44,69,chop carrot celery onion and garlic,Cut,good,1.0
Vyrq2i3R_Sk,training,209,1,70,95,add all vegetables into pot with oil and a pinch of salt,Season,weak,0.5
Vyrq2i3R_Sk,training,209,2,95,97,add ground lamb to pot,Season,weak,0.5
Vyrq2i3R_Sk,training,209,3,124,158,peal potatos and chop into chunks,Cut,good,1.0
Vyrq2i3R_Sk,training,209,7,248,262,mash potatos with milk and butter and salt,Season,good,1.0
